2;560,2019196148805
3;554,4473339325573
4;612,7367333248113
5;647,2944675295648
6;655,3730604057878
7;561,6423952215433
8;640,5745927261439
9;594,9906789452797
10;700,7116625627169
11;585,9456192826301
12;528,7196394816784
13;647,6890824436748
14;624,6853441047007
15;553,0387544919441
16;656,4206576746654
17;626,8618759354314
18;651,4092545520367
19;582,491887393755
20;698,8843461147203
21;581,9879906966578
22;603,4922014099841
23;609,1284335261208
24;588,9809993054816
25;617,0227407726514
26;637,8426743246532
27;545,3713144752695
28;650,6916731813013
29;595,1763356928135
30;605,8742589821792
31;601,6009626933374
32;681,8554247797342
33;635,8303311712705
34;628,78906588483
35;612,8631543609265
36;584,0122448334386
37;628,6849499726319
38;599,0492899462135
39;564,546342432237
40;672,8340507971689
41;675,2036661949435
42;635,024216682171
43;576,7756627545682
44;665,0121217833255
45;579,6115827156532
46;606,0790380078498
47;616,7222949083358
48;569,5481795215799
49;636,183458782872
50;618,5173261283271
51;605,8732967008764
52;608,1006478748901
53;638,6234317009361
54;641,7257671910293
55;543,9555589229659
56;676,826771043542
57;623,0112232636687
58;643,5409153405873
59;628,7501762038542
60;574,243479272988
61;645,0581546070464
62;633,6040992833642
63;563,6596832173362
64;673,8689148006555
65;669,7452993849267
66;605,8728114318834
67;626,5196958702946
68;724,7621596922277
69;643,0980842286398
70;656,8491006408005
71;622,1271400876894
72;538,5159177440191
73;622,5006562493268
74;608,4077274657773
75;586,1223116924988
76;676,1537705937586
77;696,4992090488331
78;680,6751094444716
79;624,9176742719567
80;671,5856880257127
81;606,1202577914222
82;702,226217510097
83;673,5358229489676
84;560,2421459937458
85;712,5176932318544
86;628,1177043391893
87;604,7692304859535
88;690,0964327186367
89;684,571859409028
90;665,9867732937577
91;626,719140890506
92;732,0166474190765
93;688,7747005563047
94;695,7805385871675
95;634,7291809577541
96;605,6431541892099
97;705,3254255426906
98;708,5778374858902
99;643,7419533876315
100;707,7950692762613
101;697,203758389701
102;714,6256234261364
103;646,1094299500934
104;725,0694536705579
105;682,0606537189965
106;728,5719634152968
107;727,0700892072049
108;692,4339562736582
