3;630,110634695525
4;668,5690636750763
5;697,8108919416046
6;706,7908349330527
7;644,9916801482013
8;687,9891404632443
9;665,7222480602735
10;731,7636945278424
11;662,6648918094314
12;615,6218020567835
13;689,317048474674
14;686,3141713548382
15;636,0040081413206
16;697,7192570555483
17;688,6754038602337
18;702,0283440424708
19;658,504049379612
20;729,2535795618828
21;660,1868804225705
22;665,2688587307683
23;671,2981975831493
24;658,4053574065379
25;675,0649330892395
26;691,9290411502959
27;632,2700810685309
28;693,0750275639009
29;666,9046010263984
30;668,248328463501
31;666,5092927348354
32;719,8063924765381
33;696,6929672396865
34;687,8259599914746
35;676,4412273719324
36;655,4734287400161
37;682,357434437006
38;667,1915953617824
39;640,9916136644925
40;709,9268841080051
41;722,6719871913141
42;696,0737456103017
43;652,9636573004137
44;705,9502902216925
45;658,0057843935915
46;666,7520797608375
47;676,6520301148423
48;646,203960908007
49;685,8712685734184
50;680,993500566932
51;670,6922550629416
52;670,8595458004452
53;691,5242907551497
54;696,7677955404274
55;631,7347886800036
56;710,4676754175622
57;688,2191711145452
58;696,36413458982
59;688,6008417704141
60;650,6109160149053
61;692,3102890347909
62;692,0036442960591
63;644,046280539767
64;710,5290960106238
65;719,1307430721048
66;676,0383538008318
67;683,1891078798545
68;751,2181455116294
69;698,4601824985732
70;707,3450771258005
71;685,5558260741421
72;626,0226440502915
73;673,4416834299884
74;672,8042795758727
75;656,4167165598
76;714,3875669567191
77;736,9437544246159
78;725,2146054094352
79;689,5994719213671
80;715,331092390249
81;676,3952052128622
82;733,9207441249758
83;720,1422909231995
84;645,9679085422097
85;736,1114704931622
86;689,5916272574773
87;670,9576798720136
88;725,6542110351874
89;728,196336790647
90;716,3366783421408
91;689,5721075085836
92;756,2281301557618
93;727,8471279307771
94;735,6540831488821
95;695,0529522404656
96;672,2329998732787
97;735,9487471235494
98;742,9909530374816
99;700,1281117988214
100;741,4953525428067
101;735,3441414052214
102;747,5022656163799
103;701,280722238975
104;753,4179258507179
105;724,0658540466292
106;757,7989065253905
107;753,4974841073255
108;730,7095746775068
